,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
1021,47009,Toli Chowki,Hyderabad,Kabul Darbar,850,4.3,100,"['Afghani', 'Arabian', 'Indian', 'Tandoor']",Balreddy Nagar,57
1022,47022,Powai,Mumbai,Rice Diaries,300,3.7,20,"['Mughlai', 'Chinese', 'Combo']",Nahar Shopping Complex,53
1023,47025,Erandwane,Pune,Roll Club,200,2.9,80,['Fast Food'],Erandwane,49
1024,47070,Kasba,Kolkata,Parathawala,250,3.7,20,"['North Indian', 'South Indian', 'Punjabi']",Near Balai Biswas Bulb Factory,78
1025,47137,Paschim Vihar,Delhi,Da Pizza Makers,400,3.4,50,"['Pizzas', 'Italian', 'Snacks']",Paschim Vihar,65
1026,47295,Koregaon Park,Pune,Yummy Momos,200,2.9,80,['Chinese'],Lane No.5 Kp,53
1027,47314,Camp,Pune,Raje Chinese,400,4.1,20,['Chinese'],Camp,38
1028,47421,Gurukul,Ahmedabad,Cocoa Drama,150,4.2,20,['Desserts'],Vastrapur,45
1029,47446,Malleshwaram,Bangalore,Tasty Paradise,330,3.9,100,"['Andhra', 'Chinese', 'Mughlai', 'North Indian', 'Seafood']",Seshadipuram,52
1030,47458,Gopalapuram,Chennai,Hotel Safari,450,4.3,500,"['North Indian', 'South Indian', 'Chinese', 'Biryani']",Royapettah,42
1031,47583,Chembur,Mumbai,Lazeez Desi Tadka,500,2.9,50,"['Indian', 'North Indian']",Chembur,54
1032,47587,Bodakdev,Ahmedabad,Curries,850,4.1,100,"['Indian', 'Chinese', 'Continental']",Bodakdev,47
1033,47589,Navrangpura,Ahmedabad,Pizza Hut,350,4.0,100,"['Fast Food', 'Pizzas']",Navrangpura,35
1034,47602,Bodakdev,Ahmedabad,Angithi By Mirch Masala,1100,4.3,50,"['Indian', 'North Indian', 'Chinese', 'Punjabi', 'Beverages']",Bodakdev,47
1035,47693,Elgin,Kolkata,8Th Day Cafe & Bakery,700,4.5,50,['Continental  Italian'],Opposite Jharna'S Kitchen,55
1036,47696,Beleghata,Kolkata,Drumstick,400,4.2,50,"['Indian', 'Chinese', 'Continental', 'Tandoor', 'Bengali']",Near Beliaghata Police Station,61
1037,47697,Bidhannagar,Kolkata,Orko'Ss Restaurant & Lounge Bar,1200,2.9,80,"['Indian', 'Bengali', 'Chinese']",City Centre 1,76
1038,47771,Kondhwa,Pune,Foodies 365,200,2.9,80,['Fast Food'],Wanowrie,71
1039,47788,Ellisbridge,Ahmedabad,The Westend Hotel (Mayflower),450,4.4,100,"['Indian', 'Chinese']",Ellisbridge,27
1040,47833,Kurla West,Mumbai,Persian Darbar,1100,4.0,500,"['Mughlai', 'North Indian', 'Chinese', 'Biryani']",Kurla W,36
1041,47964,Salt Lake Area,Kolkata, Momozon,200,3.9,50,"['Chinese', 'Tibetan']",Salt Lake Sector 2 Salt Lake,58
1042,48030,Kurla,Mumbai,Sahara Hotel - Kurla,650,4.2,500,"['North Indian', 'Chinese', 'Mughlai', 'Beverages']",Kurla,31
1043,48051,Yerawada,Pune,Andhra Biryani,300,2.9,80,"['Biryani', 'Chinese', 'North Indian']",Husain Shah Baba Nagar Yerwada,63
1044,48076,Koramangala,Bangalore,Lot Like Crepes,600,4.4,50,"['Desserts', 'Continental', 'Cafe', 'Fast Food']",Koramangala 7Th Block,56
1045,48127,Andheri East,Mumbai,The Chinese Spot,350,4.0,50,"['Chinese', 'Indian', 'Tandoor', 'Biryani']",Chandivali,59
1046,48128,Powai,Mumbai,Foodie Central,300,4.3,20,"['Fast Food', 'Snacks']",Andheri West,51
1047,48146,Andheri East,Mumbai,Eva'S Pizza,500,4.0,100,"['Pizzas', 'Italian', 'Salads']",Marol,50
1048,48339,Ulsoor,Bangalore,Royce' Chocolate,750,4.9,20,"['Desserts', 'Sweets', 'Snacks']",Foodhall,48
1049,48390,Vastrapur,Ahmedabad,Anjoy Late Night Meals,250,4.1,1000,['Indian'],Bodakdev,37
1050,48410,Domlur,Bangalore,Le Gateau - The Cake Shop,400,4.3,100,['Desserts'],1St Cross Domlur Layout,66
1051,48446,Bhowanipore,Kolkata,Green Palace,600,4.3,20,"['Chinese', 'North Indian']",Near Indian Bank - Bhawanipur Branch,75
1052,48556,Shivaji Nagar,Bangalore,Imperial Restaurant,400,4.2,100,"['Arabian', 'Chinese', 'Desserts', 'Mughlai', 'North Indian', 'Seafood', 'South Indian']",Shivajinagar,33
1053,48630,Teynampet,Chennai,Hot Pan,200,3.5,20,"['Pizzas', 'Chinese', 'Juices']",Teynampet,64
1054,48742,Chembur,Mumbai,230 Celsius,1,4.1,100,['Italian  Continental'],Tilak Nagar,60
1055,48756,Chembur,Mumbai,Yug Family Restaurant,500,2.9,80,"['Indian', 'Chinese']",Mankurd,47
1056,48780,Bidhannagar,Kolkata,Xspicy - Indismart Hotel,300,4.7,20,"['Indian', 'Chinese', 'Continental', 'Italian', 'Thai', 'South Indian', 'Desserts', 'Combo', 'Thalis']",Near Icici Bank Sec-V,89
1057,48948,Nagole,Hyderabad,The Chocolate Room,500,3.7,50,['Desserts'],Arunodaya Nagar Colony,76
1058,49007,Ashok Vihar,Delhi,Cake 24X7,200,2.9,80,['Bakery'],Opposite Sbi,58
1059,49025,Bandra Area,Mumbai,Taftoon Bar & Kitchen,1000,4.7,50,['North Indian'],Bandra Area,47
1060,49032,Kurla,Mumbai,Chunkies,250,4.0,50,"['Fast Food', 'American', 'Indian']",Kurla,34
1061,49078,Pulikeshi Nagar,Bangalore,Lazio Steaks & More,800,4.5,100,"['Steakhouse', 'Pastas', 'American', 'Pizzas', 'Italian', 'Desserts', 'Chinese']",Frazer Town,54
1062,49122,Bhowanipore,Kolkata,Denzong Kitchen,250,4.2,1000,"['Tibetan', 'Chinese']",Indira Roy Road,67
1063,49133,Poongavanapuram,Chennai,Karim Biryani,300,3.8,20,"['Biryani', 'South Indian']",Periamet,32
1064,49163,Triplicane,Chennai,Hotel Sangam - Mount Road,300,4.1,500,"['Biryani', 'North Indian', 'Chinese']",Mount Road,36
1065,49320,Powai Area,Mumbai,Tunga Restaurant,300,2.9,80,['Indian  Chinese  Mangalorean'],Saki Vihar Road,67
1066,49332,Vastrapur,Ahmedabad,Caffix The Tech Cafe,450,4.6,20,"['Chinese', 'North Indian', 'Continental']",Vastrapur,48
1067,49355,Tangra,Kolkata,Quality Fast Food,250,2.9,80,"['Indian', 'Chinese']",Near Tangra Telephone Exchange,63
1068,49578,Annanagar East,Chennai,Daily Treat,200,3.8,20,"['American', 'Juices', 'Street Food', 'Pizzas']",Annanagar,62
1069,49592,Kondhwa,Pune,Desi Handi,300,2.9,80,"['North Indian', 'Chinese', 'Biryani']",Modern Colony,78
1070,49593,Kondhwa,Pune,Dhaba Curry,300,3.2,20,"['North Indian', 'Chinese', 'Biryani']",Modern Colony,70
1071,49600,Chembur,Mumbai,Bro'S Kitchen,200,2.9,80,['Snacks'],Chembur,52
1072,49628,Central Market Punjabi Bagh,Delhi,Dashi - Dimsum & Sushi Bar,1000,4.3,100,"['Japanese', 'Chinese', 'Pan-Asian', 'Sushi']",Central Market Punjabi Bagh,65
1073,49739,Banjara Hills,Hyderabad,Waffle House,400,3.9,20,['Cafe  Desserts  Beverages'],Raod No 12,55
1074,49811,Royapettah,Chennai,Hot Breads,150,4.4,100,['Bakery'],Triplicane,39
1075,49931,Perambur,Chennai,Arafa Biriyani & Kebab Point,250,3.8,50,"['Biryani', 'Chinese']",Perambur,62
1076,49939,Aminjikarai,Chennai,Deen Biryani,400,3.8,1000,"['Biryani', 'Chinese']",Arumbakkam,54
1077,50057,Santosh Nagar,Hyderabad,Khismat Restaurant,250,3.6,100,"['Chinese', 'Indian', 'Mughlai']",Maruthi Nagar,50
1078,50060,Warje,Pune,Chicken Xperience By Venky'S (Warje),200,4.5,100,"['Fast Food', 'Beverages', 'Desserts', 'Biryani']",Warje,64
1079,50064,Jm Road,Pune,Amhi Kolhapuri - Shivajinagar Canteen,200,3.7,100,"['Maharashtrian', 'Indian', 'Biryani', 'Beverages']",Kharadi,35
1080,50091,Saidabad,Hyderabad,Tipsy Topsy,250,3.7,500,"['Chinese', 'Italian', 'Desserts', 'Bakery', 'Fast Food']",Saroor Nagar,39
1081,50111,Bandra Area,Mumbai,Hitchki,600,4.0,100,"['North Indian', 'Mughlai', 'Indian', 'Punjabi', 'Tandoor', 'Biryani']",Bandra Area,43
1082,50119,Bandra Area,Mumbai,Nara Thai,800,4.4,100,"['Thai', 'Asian', 'Salads', 'Seafood', 'Pan-Asian']",Bandra Area,53
1083,50138,Thousand Lights,Chennai,Old Madras Baking Company,300,4.6,100,"['Bakery', 'Desserts']",Khader Nawaz Khan Road,37
1084,50148,University Area,Ahmedabad,Upper Crust,500,4.3,100,"['Indian', 'Chinese', 'Continental', 'Bakery']",Navrangpura,44
1085,50158,Khokhra,Ahmedabad,Spicia Restaurant,350,4.2,100,"['North Indian', 'Chinese']",Anupam Cinema Road Khokhra,47
1086,50216,Nungambakkam,Chennai,Drunken Monkey,400,4.2,100,"['Healthy Food', 'Beverages', 'Juices']",Sterling Road,56
1087,50266,Dilsukhnagar,Hyderabad,Mr.Pulao,200,3.6,500,"['Andhra', 'South Indian', 'Biryani']",Krishna Nagar,41
1088,50319,Ahmedabad,Ahmedabad,Fish Express,450,4.6,20,"['Indian', 'Tandoor', 'Seafood', 'Chinese']",Sarkhej,47
1089,50356,Navrangpura,Ahmedabad,Mirch Masala,700,4.2,50,"['Indian', 'Mughlai']",C G Road,38
1090,50363,Ellisbridge,Ahmedabad,Tomato'S,1200,4.4,50,"['Indian', 'Chinese', 'Continental']",C G Road,49
1091,50461,Topsia,Kolkata,Shimla Biryani-Topsia,350,4.2,1000,"['Chinese', 'Indian', 'Biryani']",Topisa,63
1092,50620,Garfa,Kolkata,Happizzaa,350,4.0,50,"['Pizzas', 'Italian']",Near Jagaran Club Play Ground,86
1093,50773,West Mambalam,Chennai,Vijay'S Delhi Chat,150,4.3,50,"['Chinese', 'North Indian', 'Chaat']",T Nagar,77
1094,50934,Navrangpura,Ahmedabad,Choice Snack Bar,450,4.4,100,['Beverages'],C G Road,33
1095,50973,Kilpauk,Chennai,Buhari Vintage Hotel - Kilpauk,400,4.4,100,"['Biryani', 'North Indian', 'Chinese']",Old 6-E Harleys Road,45
1096,51119,Khokhra,Ahmedabad,Masala Kitchen,450,4.2,50,"['Indian', 'Chinese', 'Continental']",Mani Nagar,54
1097,51158,Anna Nagar,Chennai,Hyderabad Mughal Biriyani,500,3.9,100,"['North Indian', 'Chinese']",Annanagar,69
1098,51230,Triplicane,Chennai,Umar Biriyani,400,2.9,80,"['Biryani', 'Chinese', 'Arabian']",Royapettah,34
1099,51263,Ambawadi,Ahmedabad,Harshu'S Late Night Munchies,450,4.2,50,"['Fast Food', 'Italian', 'Chinese', 'Snacks']",Satellite,44
1100,51317,Chennai,Chennai,Pally Tastei Food (Perambur),250,3.9,1000,"['Chinese', 'North Indian', 'South Indian']",Perambur,53
1101,51329,Ballygunge,Kolkata,Minihut,500,4.6,100,['Chinese'],Ballygunge,69
1102,51492,Purasaiwakkam,Chennai,Ritz,650,2.9,80,"['North Indian', 'Chinese']",Egmore,39
1103,51495,Baranagar,Kolkata,Kolkata Fries,200,4.4,20,"['Fast Food', 'American', 'Biryani', 'Lebanese', 'Indian']",Near Baranagar Police Station,94
1104,51543,Ejipura,Bangalore,Momo Rice Noodles,350,4.2,100,"['Chinese', 'Thai']",Koramangala,56
1105,51561,Chembur,Mumbai,Ratnagiri Restaurant & Bar,600,4.3,100,"['Indian', 'Chinese', 'Coastal', 'Malwani']",Chembur,45
1106,51621,Nungambakkam,Chennai,Mishwar Restaurant,750,3.9,20,"['Kerala', 'South Indian', 'Arabian', 'Chinese']",Nungambakkam,54
1107,51832,Royapuram,Chennai,Pandia'S Avenue,500,4.1,1000,"['Chettinad', 'South Indian', 'North Indian', 'Chinese']",Royapuram,67
1108,51833,Old Washermanpet,Chennai,Bakers Spring,250,4.3,50,"['Bakery', 'Desserts', 'Fast Food']",Royapuram,61
1109,51863,George Town,Chennai,Sea Shore,500,3.8,20,"['North Indian', 'Chettinad', 'Chinese', 'Seafood']",Broadway Near Vijaya Opticals',39
1110,51932,Rohini,Delhi,Khalsa Dhaba,500,2.9,80,['North Indian'],Sector 2,35
1111,52024,George Town,Chennai,Hotel Zum Zum 1965,300,3.7,100,"['North Indian', 'South Indian', 'Chettinad']",George Town,46
1112,52045,Anna Nagar,Chennai,Little Hut (Shanthi Colony),300,4.3,100,"['North Indian', 'Chinese', 'Fast Food', 'Arabian']",Annanagar,65
1113,52054,Salunkhe Vihar,Pune,Souk By Cafe Arabia,300,4.3,500,"['Lebanese', 'Middle Eastern', 'Mediterranean', 'Fast Food']",Opposite Bsnl Telephone Exchange,66
1114,52151,Old Washermanpet,Chennai,Atho Man,350,4.0,100,"['Burmese', 'Indian', 'Chinese', 'Arabian']",Royapuram,49
1115,52204,Bn Reddy Nagar,Hyderabad,Amaravathi Restaurant,400,4.0,50,"['North Indian', 'Chinese']",Champapet Rd,63
1116,52207,Vadapalani,Chennai,Asima Briyani,400,4.0,100,"['Biryani', 'Indian', 'Chinese', 'North Indian', 'South Indian', 'Grill', 'Barbecue', 'Tandoor']",Vadapalani,73
1117,52250,Erandwane,Pune,Pathan Laziz Biryani House,300,2.9,80,"['Biryani', 'North Indian']",Near Dashbhuja Ganpati,52
1118,52338,Paschim Vihar,Delhi,Da Pizza Bakers,400,2.9,80,"['Pizzas', 'Fast Food']",Paschim Vihar,61
1119,52344,Bidhannagar,Kolkata,Anytime Pizza,300,2.9,80,"['Italian', 'Desserts']",Opposite Chok Mandir,80
1120,52364,Kalyani Nagar,Pune,The French Window Patisserie,500,2.9,80,"['Desserts', 'Bakery']",Koregaon Park,57
1121,52368,Wadgaon Sheri,Pune,Burger 11,500,4.5,100,"['American', 'Fast Food', 'Keto', 'Beverages']",Wadgaon Sheri,72
1122,52419,Himayatnagar,Hyderabad,Roll Zone,150,4.1,50,"['Snacks', 'Fast Food']",Urdu Hall Lane,31
1123,52460,Bidhannagar,Kolkata,Aahar Restaurant,400,4.3,20,"['Indian', 'Chinese']",Outside Ec Market,66
1124,52463,Shivaji Nagar,Bangalore,Utse Kitchen,500,4.2,100,"['Chinese', 'Tibetan', 'Nepalese', 'Pan-Asian']",Commercial Street,51
1125,52533,Karve Nagar,Pune,Fish Land,500,3.9,100,['Seafood'],Kothrud,58
1126,52548,George Town,Chennai,Dindigul Thalappakatti,400,3.9,100,"['Biryani', 'Barbecue', 'South Indian', 'Chinese', 'North Indian']",N.S.C Bose Road,50
1127,52566,Rohini,Delhi,Jw Solitaire,800,2.9,80,"['North Indian', 'Chinese', 'Continental']",Adjoining M2K,37
1128,52604,Chennai,Chennai,Pizza Cottage,450,4.1,100,"['Pizzas', 'Fast Food']",Royapuram,48
1129,52686,Ashok Nagar,Bangalore,Chung Wah,800,4.3,100,['Chinese'],Residency Cross Road,38
1130,52712,Paldi,Ahmedabad,Decent Restaurant,650,2.9,80,"['North Indian', 'Chinese']",Navrangpura,36
1131,52725,Royapettah,Chennai,Kozhi Idli,200,4.4,100,['South Indian'],Royapettah,46
1132,52767,Saki Naka,Mumbai,Kfc,400,4.3,1000,"['American', 'Fast Food', 'Snacks']",Sakinaka,41
1133,53007,Mehdipatnam,Hyderabad,Prince Restaurant,200,3.9,1000,"['Biryani', 'North Indian', 'Tandoor', 'Hyderabadi', 'Kebabs', 'Chinese']",Masjid Road,52
1134,53009,Humayun Nagar,Hyderabad,Prince Hotel,200,4.0,1000,"['Biryani', 'North Indian', 'Tandoor']",Masjid Road,51
1135,53211,Kothrud,Pune,Kimaya Veg Restaurant,300,4.3,100,"['Chinese', 'South Indian', 'Indian']",Kothrud,45
1136,53261,Toli Chowki,Hyderabad,4 Seasons,800,4.1,500,"['Mediterranean', 'Lebanese', 'Mughlai', 'North Indian', 'Chinese', 'Salads']",Opposite Rta Office,65
1137,53503,Ashok Nagar,Bangalore,Brik Oven,1000,4.5,100,"['Pizzas', 'Italian', 'Desserts', 'Beverages']",Church Street,35
1138,53659,Bidhannagar,Kolkata,Pour House,1200,2.9,80,"['Indian', 'Italian', 'Chinese', 'Continental']",Near Pantaloons Sec V,80
1139,53710,Chennai,Chennai,Chef Express,250,4.0,100,['Italian'],T Nagar,75
1140,53815,Choolaimedu,Chennai,Zam Zam Biriyani & Fast Food,250,3.8,20,"['Biryani', 'Fast Food']",Choolaimedu,65
1141,53884,Kilpauk,Chennai,Wraps & Rolls,150,4.1,50,"['Street Food', 'Fast Food', 'Pizzas', 'Italian', 'Desserts']",Kilpauk,45
1142,53934,Purasaiwakkam,Chennai,Ibaco,800,4.7,50,"['Ice Cream', 'Desserts']",Purasaiwalkam,35
1143,53985,Juhapura,Ahmedabad,Zaika Darbar,350,3.9,50,"['Indian', 'Chinese']",Serkhej,45
1144,54309,Navrangpura,Ahmedabad,Ristretto Behind The Rods,700,4.0,50,"['Continental', 'Pizzas', 'Chinese', 'North Indian', 'Desserts', 'Punjabi', 'Indian', 'Healthy Food', 'Pastas', 'Beverages']",Navrangpura,40
1145,54314,Elgin,Kolkata,The Salt House,1200,4.5,50,"['Continental', 'Italian']",Near Fbb India'S Fashion Hub,59
1146,54326,Dumdum,Kolkata,Eat & Treat,250,3.3,100,['Continental'],Near Kumar Ashutosh Institution(Main),75
1147,54378,Sadashiv Peth,Pune,Hotel Ashirwad,200,4.1,20,"['Maharashtrian', 'North Indian']",Sadashiv Peth,35
1148,54424,Chembur,Mumbai,Nothing But Chicken,400,4.4,500,"['Salads', 'Raw meats']",Sion-Trombay Road,43
1149,54488,Andheri East,Mumbai,Indigo Burger Project,350,4.4,100,['American'],Sakinaka,52
1150,54585,Taltala,Kolkata,Brother'S Snack,200,2.9,80,"['Indian', 'Chinese', 'Fast Food']",New Market Area,50
1151,54605,New Nallakunta,Hyderabad,Lucky'S Biryani House,400,4.0,100,"['Biryani', 'Chinese']",Tilak Nagare X Road,38
1152,54668,George Town,Chennai,Cool Biz,100,4.0,100,"['Beverages', 'Juices']",Parrys,38
1153,54698,Rajajinagar,Bangalore,Sri Maruthi Miltry Hotel,250,3.8,500,"['Biryani', 'South Indian', 'Combo']",Rajajinagar,57
1154,54728,Bandra West,Mumbai,The Serial Griller - Burgers Plus,450,3.9,20,['American'],Khar,55
1155,54735,Kilpauk,Chennai,Saleem Biryani,300,3.6,50,"['Biryani', 'Chinese', 'North Indian']",Dr.Alagappa Road,40
1156,54801,Raja Annamalai Puram,Chennai,Broken Bridge Cafe,1100,4.5,50,"['Indian', 'Continental']",Alwarpet,79
1157,54824,Bhowanipore,Kolkata,French Loaf,400,4.6,100,['Fast Food'],Vasundhara Building  Sarat Bose Road,47
1158,54889,Vishrantwadi,Pune,Baba Biryani,250,3.5,50,"['Biryani', 'Indian', 'Chinese']",Yerwada,59
1159,54917,Bandra Area,Mumbai,All Elements,800,4.4,20,['Pizzas  Pastas  Italian  Snacks  Continental  Desserts  American  Salads'],Khar,65
1160,54972,George Town,Chennai,Hotel Kalyana Bhavan,250,2.9,80,['Biryani'],Parrys Corner,50
1161,54973,Royapettah,Chennai,Sathyam Cinemas,250,4.4,500,"['Fast Food', 'Snacks', 'Desserts', 'Beverages']",Sathyam Cinemas,44
1162,55080,Gulbai Tekra,Ahmedabad,The Mad House Cafe,350,4.4,20,"['Fast Food', 'Indian']",Gulbai Tekra,36
1163,55192,Taltala,Kolkata,Kareem'S - Park Street,1100,4.3,500,"['Biryani', 'North Indian', 'Mughlai']",Near Hotel Heera International,54
1164,55195,Tarnaka,Hyderabad,Nrs Hotel Sanman,150,4.1,1000,"['South Indian', 'North Indian']",Tarnaka Cross Road,57
1165,55334,Teynampet,Chennai,The Summer House Eatery,1000,4.3,50,"['Italian', 'Continental', 'French', 'Japanese', 'Korean', 'Thai']",Alwarpet,59
1166,55369,Koregaon Park,Pune,Boteco - Restaurante Brasileiro,800,4.3,50,"['South American', 'Fast Food']",Koregaon Park,63
1167,55531,Jayanagar,Bangalore,Andhra Ruchulu,500,4.2,100,"['Andhra', 'Chettinad', 'Chinese', 'Desserts', 'North Indian', 'Seafood']",3Rd Block,47
1168,55625,Golpark,Kolkata,The Chaiwala,350,4.3,50,['American  Continental  Italian  Pastas  Snacks  Desserts  Beverages'],Lake Terrace Road Opposite Of Lake School For Girls,69
1169,55702,New Mallepally,Hyderabad,Al Arabian Shawarma,150,4.2,50,['Arabian'],Nampally Station Road,35
1170,55746,Purasaiwakkam,Chennai,The Cake World,250,2.9,80,"['Bakery', 'Desserts']",Purasawalkam,49
1171,55795,Tilak Nagar,Delhi,Chili'S American Grill & Bar,900,4.2,100,"['American', 'Salads', 'Mexican', 'Italian', 'Steakhouse']",Pacific Mall Tagore Garden,76
1172,55875,Lakdikapul,Hyderabad,Hotel Azizia,300,3.9,50,"['North Indian', 'Biryani', 'Chinese']",Nampally,31
1173,56066,Chembur,Mumbai,Sanjay Restaurant,450,4.0,20,['Indian'],Chembur,47
1174,56118,Erandwane,Pune,Kollage Food Court,300,4.4,20,"['North Indian', 'Punjabi', 'Indian', 'Continental']",Law College Road,50
1175,56130,Annanagar East,Chennai,Shri Balaajee Bhavan,250,4.5,1000,"['South Indian', 'North Indian']",Anna Nagar,53
1176,56233,Koramangala,Bangalore,Khawa Karpo,178,4.6,100,['Chinese'],Koramangala,53
1177,56268,Punjagutta,Hyderabad,The Belgian Waffle Co.,200,4.5,100,['Desserts  Beverages'],Next Galleria Mall,66
1178,56491,Andheri East,Mumbai,Sangeeta'S Kitchen,500,3.8,50,['Indian'],Chakala,66
1179,56497,Indiranagar,Bangalore,Maravanthe,800,4.3,100,['Seafood'],Indiranagar,54
1180,56553,Kalighat,Kolkata,Kolkata Kitchen,300,4.2,20,"['Indian', 'Chinese']",Hazra,75
1181,56627,Purasaiwakkam,Chennai,Chaicup,200,4.3,100,"['Beverages', 'Snacks', 'Bakery']",Briklyn Road,36
1182,56722,Bidhannagar,Kolkata,Sly Fox Gastro Club,1200,4.2,50,"['Continental', 'Chinese', 'Indian', 'Italian', 'European']",Globsyn Crystal Sector 5,79
1183,56756,Aundh,Pune,Big Ms,400,2.9,80,"['American', 'Cafe', 'Fast Food', 'Beverages', 'Italian', 'Mexican']",Aundh,67
1184,56972,Entally,Kolkata,Alishan Biryani,200,4.0,50,['Biryani'],Near Laxmi Stores,41
1185,57004,Anna Nagar,Chennai,Kings Kitchen,249,2.9,80,"['Chinese', 'Kebabs', 'North Indian']",Annanagar,67
1186,57048,Nungambakkam,Chennai,Chicking,350,4.3,500,"['Fast Food', 'Continental']",Nungambakkam,58
1187,57113,Washermanpet,Chennai,Atho Grillz - G A Road,350,4.0,100,"['Burmese', 'Indian', 'Chinese', 'Arabian']",Old Washermanpet,56
1188,57224,Chembur,Mumbai,Grandmama'S Cafe,900,4.2,100,"['American', 'Italian', 'Continental', 'Indian']",Chembur,47
1189,57231,Bandra Area,Mumbai,Blue Tokai Coffee Roasters,800,4.8,100,"['Healthy Food', 'American', 'Lebanese', 'Mediterranean', 'European', 'Juices', 'Middle Eastern']",Bandra Area,41
1190,57426,Bhowanipore,Kolkata,Mavericks Cafe,450,4.0,100,"['Italian', 'Chinese', 'Indian']",Opposite Icy Fusion,76
1191,57428,Seshadripuram,Bangalore,Happy Hours,300,2.9,80,"['Desserts', 'Beverages']",Old Bridge Road,53
1192,57566,Golpark,Kolkata,Coffee World,400,4.2,20,['Desserts'],Oppo Nazrul Manch,74
1193,57673,Purasaiwakkam,Chennai,Lite Tiffin,300,4.1,20,['South Indian'],Kilpauk,51
1194,57856,Anna Nagar,Chennai,Superstar Pizza,500,4.2,20,"['Pizzas', 'Fast Food']",Anna Nagar,67
1195,57868,Mylapore,Chennai,Viswanathan Chettinadu Hotel,200,4.1,100,['South Indian'],Mylapore,55
1196,57903,New Malakpet,Hyderabad,Capital Multi Cuisine Restaurant,500,3.8,5000,"['Haleem', 'Arabian', 'Biryani', 'Tandoor', 'Chinese', 'Indian', 'Desserts', 'Kebabs', 'Mughlai']",Mumbai Hwy,33
1197,58049,Chennai,Chennai,Perambur Sri Srinivasa Sweets And Snacks,300,4.3,1000,"['South Indian', 'North Indian']",Opposite Perambur Railway Station,55
1198,58070,Film Nagar,Hyderabad,Sofrehh Persian Bistro,400,4.1,50,['Fast Food  Middle Eastern  Cafe'],Road Number 36,77
1199,58088,Ellisbridge,Ahmedabad,Timpani Radisson Blu,600,2.9,80,"['North Indian', 'Chinese']",Radisson Blu Ambavadi,49
1200,58090,Beleghata,Kolkata,Cakes  Phoolbagan,200,4.4,100,['Bakery  Desserts'],Beside Ghosh Brothers Sweet,39
1201,58119,Aundh,Pune,L'Apicio,800,4.2,50,"['European', 'Mediterranean', 'Continental', 'Desserts']",Aundh,76
1202,58120,Pashan,Pune,Mothers Meal,300,3.8,20,"['Chinese', 'Maharashtrian', 'North Indian']",Pashan,75
1203,58195,Ashok Nagar,Bangalore,Amadora Gourmet Ice Cream & Sorbet,450,4.5,20,['Desserts'],Ub City,33
1204,58197,Sivanchetti Gardens,Bangalore,Shanti Sagar,200,4.3,1000,['South Indian'],Ulsoor,48
1205,58289,Punjagutta,Hyderabad,Baguette Salads,200,3.8,100,"['Healthy Food', 'North Indian', 'Beverages']",Rd No:3,64
1206,58568,Ashok Nagar,Bangalore,Sweet Chariot,50,2.9,80,['Desserts'],Brigade Road,36
1207,58607,Ghatkopar West,Mumbai,Bharat Cafe,600,4.0,100,"['Indian', 'Chinese', 'Beverages']",Ghatkopar West,46
1208,58632,Choolaimedu,Chennai,New Loyola Fast Foods,250,4.2,100,"['Chinese', 'Biryani']",Nelson Manickam,53
1209,58818,Motera,Ahmedabad,Test Of Spice,200,4.1,100,"['North Indian', 'Fast Food', 'South Indian']",Chandkheda,79
1210,58858,Kodungaiyur,Chennai,Madras Pizza,200,4.1,100,"['Pizzas', 'Juices', 'Beverages']",Sundaram Pillai,62
1211,58955,Sion,Mumbai,Koliwada Chicken & Fish Fry Corner,300,3.4,100,"['Indian', 'Chinese']",Sion,46
1212,58990,Chembur,Mumbai,Blend N Brew,800,4.3,50,"['Indian', 'Chinese', 'North Indian', 'Tandoor', 'Biryani', 'Kebabs', 'Punjabi']",Chembur,49
1213,59008,Shivajinagar,Pune,Turkish Delight,350,4.3,20,"['Arabian', 'Turkish']",The Pavillion Senapati Bapat Road,44
1214,59141,Ashok Nagar,Bangalore,Wow! Momo,250,4.3,20,"['Tibetan', 'Fast Food', 'Healthy Food', 'Asian', 'Chinese', 'Snacks', 'Continental', 'Desserts', 'Beverages']",Garuda Mall Wow! Momo,38
1215,59439,Paldi,Ahmedabad,Vadilal Scoop Shop,300,4.4,20,"['Ice Cream', 'Desserts']",Ellis Bridge,24
1216,59550,Gopalapuram,Chennai,The Grand Sweets And Snacks - Amirtham Restaurant,200,4.7,100,"['Sweets', 'Snacks']",Gopalapuram,44
1217,59555,T. Nagar,Chennai,The Grand Sweets And Snacks - Amirtham Restaurant,400,4.7,500,"['Sweets', 'Snacks']",T Nagar,58
1218,59662,Thaltej,Ahmedabad,Silver Leaf,600,2.9,80,"['Indian', 'Continental']",Acropolis Mall Thaltej,48
1219,59771,Andheri East,Mumbai,Bombay Kitchen,350,2.9,80,['Indian  Chinese  Pizzas  Pastas  Snacks  Biryani  Continental  Beverages  Desserts'],Chakala,54
1220,59810,Santoshpur,Kolkata,Mamasan,900,4.1,20,['Oriental'],Lake View Road,80
1221,59815,Bidhannagar,Kolkata,Urmila,300,2.9,80,"['Indian', 'Chinese', 'Tandoor', 'Mughlai']",Near Rotary Narayan Eye Hospital,75
