,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
6489,8944,Mylapore,Chennai,Mami Tiffen,200,4.3,1000,['South Indian'],Mylapore,57
6490,9259,Chennai,Chennai,Nungambakkam Chaat Corner,150,4.1,100,"['Chaat', 'Street Food']",Nungambakkam,47
6491,9341,Kodambakkam,Chennai,Hotel Akshaya,250,4.3,1000,['South Indian'],Kodambakkam,74
6492,9434,Adarsh Nagar,Hyderabad,Sri Narsing Bhelpuri & Pav Bhaji (Himayathnagar),150,4.1,100,"['Chaat', 'Italian']",Hyderabad Nursing Home Lane,35
6493,9510,T. Nagar,Chennai,Amdavadi Gujarati Restaurant,400,3.9,100,['Gujarati'],T Nagar,67
6494,9753,Pitam Pura,Delhi,Sagar Ratna,450,4.1,500,"['South Indian', 'North Indian', 'Chinese']",Near Pitampura Metro Station,46
6495,9763,Bhowanipore,Kolkata,Corner Cafe,250,4.4,20,['Pizzas  Fast Food'],Near Hhi Hotel,56
6496,9818,Vadapalani,Chennai,Mithai Mandir,300,4.6,1000,['Sweets'],Vadapalani,70
6497,9848,Ramkote,Hyderabad,Sri Balaji Family Dhaba - Ramkote,200,4.1,1000,"['Punjabi', 'North Indian', 'Chinese']",Tilak Road,26
6498,9966,Toli Chowki,Hyderabad,New Minerva Sweets,250,4.3,1000,"['Sweets', 'Chaat', 'Desserts']",Surya Nagar,62
6499,9982,Shobhabazar,Kolkata,Cafe Splash,100,2.9,80,['Fast Food'],Near Lal Mandir,49
6500,10070,Basheer Bagh,Hyderabad,Bikanervala,500,4.3,1000,['Sweets  North Indian  Chinese  South Indian'],Hyderguda - Basheerbagh Road,35
6501,10241,Sector 15 Rohini,Delhi,South Indian Corner,250,4.0,100,"['South Indian', 'Fast Food']",Sector 15,49
6502,10251,King Koti,Hyderabad,Amay Tiffin Corner (Amul),100,4.1,500,['South Indian'],Tilak Road,29
6503,10254,Rohini,Delhi,Pasta Hut,400,4.2,20,"['Pastas', 'Pizzas', 'Beverages', 'Snacks', 'Chinese']",Mangalam Place Rohini Sector 3,38
6504,10258,Banjara Hills,Hyderabad,Bheemas Grand,150,4.1,1000,['South Indian'],Road No 10,50
6505,10272,Shivaji Nagar,Hyderabad,Spice Garden (Royal Reve Hotel),600,4.2,100,['North Indian  Chinese  Continental'],Sd Road,66
6506,10273,Koti,Hyderabad,Scoops,200,4.5,500,"['Ice Cream', 'Desserts', 'Beverages']",Koti Main Road,20
6507,10280,Bibvewadi,Pune,Radha Krushna,300,4.2,50,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",Near Soba Savera Society,58
6508,10301,Sector 9 Rohini,Delhi,Punjabi Rasoi,400,4.2,500,"['North Indian', 'Chinese', 'Fast Food', 'South Indian', 'Italian', 'Desserts']",Opposite Metro Pillar 408 Sector 7,34
6509,10325,Sector 3 Rohini,Delhi,Pizzallo Hot,400,3.0,20,"['Italian', 'Pizzas']",Rohini Sector 3,27
6510,10411,Visharant Wadi,Pune,Samruddhi,300,4.1,100,"['Mughlai', 'North Indian', 'Chinese']",Tingre Nagar Road,62
6511,10458,Basavanagudi,Bangalore,Tiwari'S Ghee Paratha & Chaat,300,4.1,50,['Rajasthani'],Basavanagudi,54
6512,10741,Matunga,Mumbai,Koldplay Ice Creams,250,4.4,50,['Ice Cream  Desserts'],Kings Circle,52
6513,10778,Sion,Mumbai,Cafe Istaa,300,4.2,20,['Italian'],New Sion Chs Limited,48
6514,10785,Sion,Mumbai,Seven Seven,650,3.9,20,"['Italian', 'Chinese', 'Fast Food']",Near Sies College,51
6515,10844,Vasanth Nagar,Bangalore,Hotel Chandrika,300,4.3,100,"['North Indian', 'Chinese', 'Andhra', 'Biryani', 'Desserts', 'Ice Cream', 'South Indian', 'Beverages']",Cunnigham Road,37
6516,10856,Shivajinagar,Pune,House Of Paratha,250,4.1,50,['North Indian'],Bhandarkar Road,36
6517,10882,Masab Tank,Hyderabad,Madhur Sweets,250,4.4,1000,"['Sweets', 'Desserts']",Humayun Nagar,42
6518,11041,Gopalapuram,Chennai,Pasta Square,300,4.4,500,['Italian'],Gopalapuram,57
6519,11208,Shivajinagar,Pune,Hotel Shreyas,400,4.4,100,['Maharashtrian'],Shivaji Nagar,35
6520,11239,Kurla West,Mumbai,Thambbi,400,4.3,500,"['South Indian', 'Punjabi', 'Snacks', 'Thalis', 'Fast Food']",Opposite Sbi Bank,33
6521,11255,Bandra East,Mumbai,Only Parathas ( Pure Veg ),200,4.3,100,"['Street Food', 'North Indian']",Ramkrishna Paramhans Road,48
6522,11547,Kachiguda,Hyderabad,Rambharose - Bhattad Ki Idli,150,4.2,1000,['South Indian'],Kutbi Guda,27
6523,11620,Elgin,Kolkata,Chhappan Bhog,150,4.2,50,['Sweets'],Near Office Linc,48
6524,11727,Kilpauk,Chennai,Bombaysthan,250,4.6,100,"['Pizzas', 'Desserts']",Harley'S Road,39
6525,11729,Teynampet,Chennai,Brijwasi Sweets,300,3.9,1000,['North Indian'],Eldams Road,63
6526,11854,Narayanguda,Hyderabad,Taj Mahal Hotel,300,4.2,1000,"['North Indian', 'Chinese', 'South Indian', 'Tandoor']",Narayanaguda Main Road,32
6527,11884,Kothrud,Pune,Mumma'S Kitchen(Paud Road),200,4.0,100,"['Maharashtrian', 'North Indian']",Rambaug Colony,53
6528,11887,Erandwane,Pune,Samudra Veg,400,4.3,1000,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",Nal Stop,35
6529,11942,Chetpet,Chennai,Creamy Inn,250,4.2,50,['Ice Cream'],Harrington Road,50
6530,11952,Chembur,Mumbai,Maharana Kamath,300,4.1,1000,"['Street Food', 'North Indian', 'Chinese', 'Gujarati', 'South Indian', 'Beverages']",Vn Purav Marg,44
6531,12260,Shyam Bazar,Kolkata,Dimpi Restaurant,150,4.2,1000,"['Snacks', 'Indian', 'Chinese', 'South Indian', 'Vietnamese']",Near Five Point Crossing,46
6532,12396,Jayanagar,Bangalore,New Shanthi Sagar,400,4.1,500,"['North Indian', 'Chinese', 'Fast Food']",Rv Road,51
6533,12615,Triplicane,Chennai,Ratna Cafe (Estd.1948),300,4.3,1000,"['South Indian', 'Sweets']",Triplicane,36
6534,12808,Wilson Garden,Bangalore,A2B Veg,300,4.2,1000,"['South Indian', 'North Indian', 'Sweets', 'Chinese']",Shanthi Nagar,39
6535,12824,Shivajinagar,Pune,Mathura Pure Veg,400,4.1,1000,"['Maharashtrian', 'Street Food', 'Fast Food']",Jm Road,46
6536,13011,Nungambakkam,Chennai,Vb Signature - Progressive Veg Restaurant,250,3.7,100,"['North Indian', 'South Indian']",Tirumurthy Nagar,58
6537,13135,Sion,Mumbai,Peninsula Next,1300,4.4,50,"['North Indian', 'Chinese', 'Mexican']",Sion Circle,48
6538,13188,Shivajinagar,Pune,Shree Krishna Juice Bar,150,5.0,20,"['Juices', 'Beverages']",Near Ghole Road,39
6539,13459,Parvati Paytha,Pune,Navratna Veg,400,4.2,1000,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",Satara Road,45
6540,13752,Bhowanipore,Kolkata,Nu Variety,350,4.5,100,['North Indian  South Indian  Fast Food'],Near Ideal Plaza,49
6541,13798,Narayan Peth,Pune,Sri Murlidhar Veg Thali,200,4.6,50,"['Maharashtrian', 'Gujarati', 'Rajasthani']",Narayan Peth Near Bhide Bridge,32
6542,13818,Ghatkopar West,Mumbai,Balaji Idli House,600,4.1,500,"['North Indian', 'South Indian']",Lbs Marg,50
6543,13909,Fc Road,Pune,Wadeshwar(Fc Road),300,4.4,500,"['South Indian', 'Street Food', 'Fast Food', 'Snacks', 'Beverages', 'Healthy Food', 'Indian']",Goodluck Chowk,35
6544,13955,Erandwane,Pune,Ganesh Bhel,100,4.6,100,['Fast Food'],Alankar Police Chowky,48
6545,14039,Cit Nagar,Chennai,The Idli Factory,300,4.0,100,['South Indian'],T. Nagar,80
6546,14058,Egmore,Chennai,Namma Veedu Vasanta Bhavan,150,4.0,1000,['South Indian'],Egmore,34
6547,14084,Gaddiannaram,Hyderabad,Delicious Dosa,100,4.0,500,['South Indian'],P & T Colony X Roads,47
6548,14096,Egmore,Chennai,Sangeetha Veg Restaurant,150,4.4,1000,"['North Indian', 'Chinese', 'South Indian']",Gandhi Irwin Rd,31
6549,14164,Erandwane,Pune,Krishna Dining,600,4.4,100,['Maharashtrian'],Law College Road,38
6550,14171,Kondhwa,Pune,Thanco'S Natural Ice Cream,200,2.9,80,"['Ice Cream', 'Desserts']",Nibm Post Office Road,70
6551,14176,Shivajinagar,Pune,Mahabaleshwar Berry Bash,250,2.9,80,"['Ice Cream', 'Desserts']",Fc Road,39
6552,14413,Rohini,Delhi,Keventers - Milkshakes And Desserts,300,4.4,100,"['Beverages', 'Ice Cream', 'Desserts', 'Healthy Food']",Unity One Mall,35
6553,14429,Parvati Paytha,Pune,Baasuri,400,4.0,500,"['North Indian', 'Chinese', 'Desserts', 'Beverages']",Satara Road,50
6554,14439,Sadashiv Peth,Pune,Saffron Vegetarian,500,4.3,100,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",Sadashiv Peth Lal Bahadur Shastri Road,40
6555,14451,Pashan,Pune,Gozo Homemade Ice-Creams,200,4.5,20,"['Ice Cream', 'Desserts']",Baner Pashan Link Road,65
6556,14834,Egmore,Chennai,Hotel Saravana Bhavan,300,4.0,500,"['North Indian', 'South Indian']",Egmore,39
6557,14842,Vasanth Nagar,Bangalore,Mudpipe Cafe,500,4.2,20,"['Mexican', 'Continental']",Cunningham Road,46
6558,14881,Raviwar Peth,Pune,Shahji'S Parantha House (Laxmi Road),500,4.3,100,['North Indian'],Laxmi Road Ravivar Peth,35
6559,14903,Basheer Bagh,Hyderabad,Rahul Tiffins,150,3.7,100,['South Indian'],Street No 19,34
6560,14912,Egmore,Chennai,Mathsya - (Egmore),500,4.3,1000,"['Chaat', 'North Indian', 'Chinese', 'Continental', 'Italian']",Egmore,36
6561,14936,Egmore,Chennai,Donut House,250,3.5,100,"['Beverages', 'Desserts']",Egmore,39
6562,15033,Hedua,Kolkata,Bandana Chat Centre,200,4.2,50,['Snacks  Chinese'],Opposite Liberty Cinema,42
6563,15034,Sampangi Rama Nagar,Bangalore,Samrat In Chalukya,600,4.2,500,"['North Indian', 'South Indian']",Race Course Road,45
6564,15217,Royapettah,Chennai,Id Sathyam,300,2.9,80,"['South Indian', 'Andhra', 'Beverages', 'Desserts']",Sathyam Cinemas Complex,54
6565,15274,Park Street Area,Kolkata,Delights,150,4.4,20,['Chinese  South Indian  Fast Food'],Near St. Xavier'S College Back Gate,49
6566,15400,Indiranagar,Bangalore,Paratha Plaza,250,4.4,100,['North Indian'],2Nd Stage,53
6567,15419,Elgin,Kolkata,Paprika,700,2.9,80,['Italian  Thai  Continental'],Near Sushila Birla Girls School,63
6568,15531,Himayatnagar,Hyderabad,Govind Dosa,250,4.3,500,['South Indian'],Near Brand Factory,33
6569,15586,Gopalapuram,Chennai,Rajeswari Restaurant,400,4.3,20,"['North Indian', 'Chinese', 'South Indian', 'Biryani', 'Tandoor']",Ttk Road,50
6570,15905,Shivaji Nagar,Bangalore,Anand Sweets And Savouries,200,4.6,500,"['Sweets', 'Chaat', 'Snacks', 'Desserts', 'North Indian']",Commercial Street,39
6571,16128,Shivajinagar,Pune,Shiv Sagar,300,4.2,100,"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",Jm Road,37
6572,16158,Koti,Hyderabad,Royal Tiffin Centre,150,3.8,1000,['South Indian'],Hanuman Tekdi,32
6573,16326,Kalighat,Kolkata,South Indian Cafe,120,4.0,20,['South Indian'],Near Cesc Office Rashbihari,83
6574,16469,Mylapore,Chennai,Vrindavan,500,4.5,100,"['Chinese', 'South Indian', 'Continental', 'Tandoor']",Mylapore,53
6575,16543,Purasaiwakkam,Chennai,A2B Veg,300,4.3,1000,"['South Indian', 'North Indian', 'Sweets', 'Chinese']",Purasawalkam,35
6576,16941,Basavanagudi,Bangalore,Ice Thunder - Balaji'S Veg,200,3.8,100,"['South Indian', 'North Indian', 'Chinese', 'Desserts', 'Fast Food', 'Thalis']",Basco Court,50
6577,17069,Choolai,Chennai,Hot Chips,250,4.0,100,"['North Indian', 'South Indian']",Hunter Road,35
6578,17077,Jayanagar,Bangalore,Maiyas Restaurants,250,4.3,500,"['South Indian', 'Fast Food']",4Th Block,47
6579,17368,Anna Nagar,Chennai,Nandhiniee Sweets,150,4.4,100,"['Chaat', 'Sweets']",Anna Nagar West,58
6580,17446,Kilpauk,Chennai,Nithya Amirtham Sweets,200,4.6,500,"['Sweets', 'Snacks', 'Desserts', 'Beverages']",Kilpauk,47
6581,17447,Aminjikarai,Chennai,Nithya Amirtham,200,4.5,1000,"['South Indian', 'Sweets', 'North Indian', 'Chinese', 'Snacks']",Arumbakkam,57
6582,17596,Park Street Area,Kolkata,Ats Arun Dhaba,300,4.2,500,"['North Indian', 'Chinese']",Near Outram Club,53
6583,17620,Park Street Area,Kolkata,Arun Tea Stall,100,4.4,500,['Fast Food'],Near Saturday Club Back Gate,42
6584,17623,Cox Town,Bangalore,Manjit Da Dhaba,350,4.5,1000,['North Indian'],Frazer Town,51
6585,17708,Khar West,Mumbai,Bachelorr'S,800,4.1,100,['Fast Food  Desserts  Beverages'],Ongc Colony Road,47
6586,17809,Shivajinagar,Pune,Niranjan Veg Restaurant,500,4.3,100,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",Fc Road,34
6587,18341,Purasaiwakkam,Chennai,Doveton Cafe,250,4.2,1000,"['North Indian', 'Chinese', 'South Indian', 'Indian', 'Tandoor']",Purasavakkam High Road,35
6588,18362,Bhowanipore,Kolkata,Juicy Fresh,150,4.6,100,['Beverages'],Near Forum Mall,49
6589,18406,Gudimalkapur,Hyderabad,Sri Balaji Family Dhaba,300,3.9,100,['North Indian'],Gudi Malkapur,50
6590,18483,Shalimar Bagh,Delhi,Mitthu Tikki Wala,300,4.1,100,"['Street Food', 'Chinese']",Bw Block Shalimar Bagh,60
6591,18493,Sector 9 Rohini,Delhi,Apni Rasoi (Sector 9 Dc Chowk Rohini),250,4.0,1000,['North Indian'],Dc Chowk,34
6592,18669,Matunga,Mumbai,Cafe 2.0,300,4.1,20,['Fast Food  Pastas  Pizzas'],King Circle,58
6593,18688,Masab Tank,Hyderabad,Fancy Ice Cream,150,3.9,20,['Desserts'],Vijay Nagar Colony,38
6594,18848,Bhowanipore,Kolkata,Laxman Paan,250,4.6,100,['Desserts'],Near Flavours,58
6595,18893,Dilsukhnagar,Hyderabad,Sahadeva Reddy Pure Ghee Sweets,400,4.3,100,['Sweets'],Dilsukhnagar Main Road,39
6596,18977,Ashok Nagar,Bangalore,Pabrai'S Fresh & Naturelle Ice Creams,180,4.4,20,"['Ice Cream', 'Desserts']",Ashok Nagar,36
6597,19004,Nungambakkam,Chennai,Cream Centre,1500,4.4,100,"['North Indian', 'Italian', 'Mexican']",Nungambakkam,51
6598,19199,Bhowanipore,Kolkata,Casa Kitchen,1000,4.3,100,"['North Indian', 'Chinese', 'Continental']",Near Minto Park Tewari,60
6599,19451,Chembur,Mumbai,Havmor Havfunn Ice Cream,300,4.4,100,['Ice Cream  Ice Cream Cakes  Desserts'],Wadawali  Near Cubic Mall,49
6600,19476,Anand Nagar,Pune,The Juicy Hub,250,2.9,80,"['Beverages', 'Fast Food']",Riddhi Siddhi Society,70
6601,19496,Anna Nagar,Chennai,Italiano,250,4.2,1000,"['Pizzas', 'Continental', 'Beverages', 'Italian']",Anna Nagar East,63
6602,19516,Kestopur Rabindrapally,Kolkata,Hungerpangs,200,4.1,100,"['American', 'Beverages', 'Continental', 'Desserts', 'Italian', 'Street Food', 'Snacks', 'Tibetan']",Near Girish Park More,78
6603,19583,Sadashiv Peth,Pune,Aadd (M) Aadd(B),300,2.9,80,"['Cafe', 'Beverages', 'Desserts']",Swargate,44
6604,19890,Anand Nagar,Pune,The Green Roof,700,4.1,100,"['North Indian', 'Chinese', 'South Indian', 'Mexican', 'Italian']",Manikbaug,68
6605,20068,Musheerabad,Hyderabad,Hotel Sandarshini,200,4.0,100,['North Indian  Chinese  South Indian'],Musheerabad Main Road,36
6606,20248,Ballygunge,Kolkata,Chatar Patar,200,4.3,100,"['Street Food', 'Indian', 'Beverages', 'Chaat', 'Combo', 'Pastas', 'Snacks']",Opposite Tivoli Court,65
6607,20338,Sadashiv Peth,Pune,Cad (M) Cad (B),200,4.0,100,"['Beverages', 'Desserts', 'Fast Food']",Near Sp College,34
6608,20516,B.B.D. Bagh,Kolkata,The Chutney Co.,400,4.5,100,['South Indian'],Near Lalit Great Eastern Hotel,44
6609,20517,B.B.D. Bagh,Kolkata,Piccadilly Square,800,4.4,20,"['Italian', 'Desserts', 'Bakery']",Above Lg Showroom,44
6610,20611,Sector 7 Rohini,Delhi,Giani'S,200,4.3,100,"['Ice Cream', 'Desserts', 'Beverages', 'Bakery']",Rohini Sector 7 Sector 9 Main Road,33
6611,20656,Chembur,Mumbai,Juice Mantra,300,2.9,80,"['Beverages', 'Juices', 'Fast Food']",Station Road,44
6612,20702,Erandwane,Pune,Supreme Snacks,400,4.2,50,['Fast Food'],Khilare Patil Road,47
6613,20740,Kurla,Mumbai,Ayyappan Pure Veg,150,4.4,1000,"['South Indian', 'Chinese', 'North Indian', 'Beverages']",Kurla,48
6614,20801,Dhankawadi,Pune,Tft Creams And Snacks,200,2.9,80,['Fast Food'],Sambhagi Nagar,66
6615,20863,Basavanagudi,Bangalore,Kamat Bugle Rock,400,4.4,100,"['North Indian', 'South Indian']",Basavangudi,57
6616,21043,Mylapore,Chennai,Thaligai,400,4.5,1000,['South Indian'],Luz Church Road,63
6617,21144,Rasta Peth,Pune,Poona Cafe,200,4.3,50,"['North Indian', 'Chinese', 'South Indian']",Rasta Peth,29
6618,21369,Khar West,Mumbai,Urban Street Cafe,450,4.5,100,['Italian  Lebanese  Chinese  Indian  Mexican  Biryani  Pan-Asian  Asian  Salads  American'],Bhavya Plaza,54
6619,21395,Anand Nagar,Pune,Brahma Garden,500,4.3,1000,"['North Indian', 'South Indian', 'Chinese', 'Fast Food', 'Juices', 'Biryani', 'Punjabi']",Manik Baug,63
6620,21459,Ballygunge,Kolkata,Crave Foodworks,1200,4.3,50,"['Italian', 'Chinese', 'Mexican', 'Mediterranean', 'Thai']",Gariahat,76
6621,21559,Camp,Pune,Sukh Sagar,400,4.4,20,"['North Indian', 'Chinese']",Nucleus Mallcamp,36
6622,21560,Shukrawar Peth,Pune,Jayashree Garden,500,4.1,50,"['North Indian', 'Chinese', 'Continental', 'Fast Food']",Tilak Road,36
6623,21562,Kothrud,Pune,Palavi,400,4.2,500,"['Mughlai', 'North Indian', 'Chinese', 'Fast Food']",Rambaug Colony,53
6624,21751,Gokhalenagar,Pune,Tales & Spirits,600,4.1,20,"['Italian', 'Continental']",Shivaji Housing Society,49
6625,21895,Erandwane,Pune,Abhishek Veg Restaurant,400,4.3,1000,"['North Indian', 'Chinese', 'Fast Food']",Erandwane,47
6626,22150,Narayan Peth,Pune,Sukanta,400,4.2,100,['Maharashtrian'],Deccan,35
6627,22299,Mylapore,Chennai,Munch,200,4.3,500,"['Chaat', 'North Indian']",Veera Perumal Street,56
6628,22404,Mylapore,Chennai,Baker'S Cafe,300,4.5,100,"['Bakery', 'Fast Food', 'Italian']",Mylapore,62
6629,22405,Teynampet,Chennai,Okadey'S,200,4.5,500,"['North Indian', 'Chinese', 'Indian', 'Ice Cream', 'South Indian', 'Juices']",R A Puram,57
6630,22469,Somwar Peth,Pune,Rajendra Paav Bhaji,350,4.4,100,"['Street Food', 'Desserts']",Rasta Peth,28
6631,22501,Camp,Pune,Sujata Mastani,200,4.4,100,['Desserts'],Rasta Peth,27
6632,22908,Rohini,Delhi,Food 2 Go,200,3.9,20,"['North Indian', 'Chinese']",Rohini,50
6633,22948,Basheer Bagh,Hyderabad,Makers Of Milkshakes,260,4.2,100,['Beverages  Desserts'],King Koti Road,33
6634,22959,Abids,Hyderabad,Hameedi Confectioners,300,4.4,100,['Sweets'],Aphb Colony,34
6635,22986,Nampally,Hyderabad,Lakshman Ki Bandi,150,4.3,100,['South Indian'],Ghoshamahal,36
6636,23012,Basavanagudi,Bangalore,Hatti Kaapi - Coffee And More,150,4.2,50,"['Beverages', 'Fast Food', 'South Indian', 'Bakery', 'Combo', 'Cafe', 'Snacks']",Mn Krishna Rao Rd,45
6637,23069,Matunga,Mumbai,Vj Cafe,350,4.2,20,['Beverages  Desserts  American  Fast Food'],King Circle,56
6638,23182,Kothrud,Pune,Annapurna Pure Veg,250,4.0,100,"['North Indian', 'Fast Food']",Kothrud,63
6639,23183,Guru Nanak Nagar,Pune,Chaat Bazaar,200,2.9,80,['Fast Food'],Kumar Pacific Mall,52
6640,23221,Kankurgachi,Kolkata,Onam Restaurant,250,4.1,100,"['Chinese', 'South Indian', 'Continental']",Near Vip Market,53
6641,23234,Bhowanipore,Kolkata,Apna Dhaba,300,4.1,500,['Indian'],Near Balwant Singh Dhaba,61
6642,23330,Kurla,Mumbai,Cake Me Away,250,4.1,20,"['Desserts', 'Bakery']",Belgrami Road,42
6643,23358,Ghatkopar East,Mumbai,Pavilion,550,4.3,50,"['North Indian', 'Chinese']",Vallabh Baug Lane,50
6644,23366,Sion,Mumbai,Agarwal Fast Food Pure Veg,200,4.2,100,['Street Food  North Indian'],Gtb Nagar,52
6645,23590,Shalimar Bagh,Delhi,Fingerlickerz Bombaywala (Shalimar Bagh),150,4.2,100,"['Street Food', 'Fast Food', 'Maharashtrian', 'Indian', 'Snacks']",Bharat Nagar,63
6646,23633,Gaddi Annaram,Hyderabad,Hungry Kya Pet Barlo,300,2.9,80,"['Street Food', 'South Indian']",Gaddi Annaram,69
6647,23635,Basavanagudi,Bangalore,Dezire Sugarfree Sweets & Bakes,400,4.1,20,"['Sweets', 'Bakery', 'Beverages']",Ghandi Bazar Main Road,51
6648,23778,Santacruz East,Mumbai,Hotel Sudarshan,400,4.4,500,"['South Indian', 'Indian', 'Chinese']",Jawaharlal Nehru Road Vakola,38
6649,24005,Balaji Nagar,Pune,Khushboo The Family Restaurant,500,4.3,50,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",Dhankawadi,66
6650,24096,Dhankawadi,Pune,Aangan Veg Restaurant,500,4.2,100,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",Katraj,70
6651,24273,Periyamet,Chennai,Hotel Shiva Sagar,350,4.3,100,"['North Indian', 'Jain', 'Chaat', 'Indian', 'South Indian', 'Tandoor']",Vepery,33
6652,24448,Uppal,Hyderabad,Gayathri Tiffins,200,3.9,100,['South Indian'],Habsiguda,61
6653,24684,Egmore,Chennai,Flower Drum,1100,4.4,100,"['Chinese', 'Thai']",Pantheon Road,45
6654,24746,Kolkata,Kolkata,Gupta'S Veg,200,4.2,500,"['North Indian', 'Chinese', 'Tandoor']",Near Kestopur Crossing,82
6655,24769,Krishna Nagar Colony,Hyderabad,Sri Raghavendra Udupi Veg,200,4.0,1000,['South Indian'],Saroor Nagar Road,55
6656,24854,Nungambakkam,Chennai,Dhanniya Soru,200,4.2,100,['South Indian'],Lalinga Colony,73
6657,24907,Scruz Bandra East,Mumbai,Nityanand Restaurant,350,3.8,20,"['Street Food', 'North Indian', 'South Indian']",Opp Centrum House,36
6658,25001,Bandra East,Mumbai,Celebrations 365,400,4.3,50,"['North Indian', 'Chinese', 'South Indian', 'Continental']",Bandra East,42
6659,25129,Kalighat,Kolkata,Wabi Sabi,800,4.5,50,"['Indian', 'Continental', 'Fast Food', 'Mexican']",Near Sarat Bose Road Post Office,75
6660,25137,Bidhannagar,Kolkata,Baati Chokha,500,4.3,100,"['North Indian', 'Indian']",Ati More/ Opp Chinese Embassy,55
6661,25303,Ayanavaram,Chennai,Hotel Kanthaa'S,150,3.9,100,"['South Indian', 'Beverages', 'North Indian', 'Snacks', 'Fast Food', 'Chinese']",Medavakkam Tank Road,49
6662,25486,Rasta Peth,Pune,Mh 12 Pav Bhaji,250,4.1,500,"['Snacks', 'Pizzas', 'Beverages', 'Street Food']",Rasta Peth,27
6663,25515,Teynampet,Chennai,Amaravathi Andhra Home Foods,300,4.6,50,"['Andhra', 'Indian', 'North Indian']",Ttk Road,50
6664,25547,Andheri East,Mumbai,Narayan Sandwich House,250,4.3,500,"['Healthy Food', 'Fast Food', 'Snacks']",Marol Naka,47
6665,25556,Andheri East,Mumbai,Amar Juice Centre,450,4.3,500,['Street Food  Juices  South Indian'],Chakala,50
6666,25566,Andheri East,Mumbai,Havmor Havfunn,200,4.6,20,['Ice Cream  Ice Cream Cakes  Desserts'],Mona Bhavan,46
6667,25798,Malleshwaram,Bangalore,1947 Restaurant,900,4.4,100,"['North Indian', 'Chinese', 'Desserts', 'Biryani']",15Th Cross,60
6668,25900,Bidhannagar,Kolkata,Chowrasia Chaats,150,3.9,100,"['Street Food', 'Snacks']",Besides Carnival/Broadway Mall,55
6669,26205,Egmore,Chennai,Shmoozie'S Hand-Crafted Ice Creams,200,2.9,80,"['Ice Cream', 'Desserts']",Varadarajulu Street,46
6670,26361,Andheri East,Mumbai,Crrave N Eat,300,2.9,80,['Desserts  Pizzas'],Opposite Nagpal Restaurant,62
6671,26366,Ghatkopar West,Mumbai,Chandu Halwai,150,4.4,50,['Sweets'],Rajkamal Shopping Centre,42
6672,26474,Tollygunge,Kolkata,Xis O Krim,250,2.9,80,['Desserts'],Near Lords More Be Bonnie,87
6673,26497,Ballygunge,Kolkata,Nepal Sweets,150,4.6,100,['Snacks  Desserts  Sweets  Chaat'],Opposite Rameshwara Apartments,49
6674,26577,Ghatkopar East,Mumbai,Lalta Pav Bhaji (Vikrant Circle),200,4.3,500,"['Fast Food', 'Chinese', 'Beverages', 'Juices']",Sindhu Wadi,45
6675,26656,Andheri East,Mumbai,Sanjeevani Foods - Real Maharastrian Food,150,2.9,80,['Maharashtrian'],Opp L&T Gate No. 7,65
6676,26680,Egmore,Chennai,Milkyway,100,4.3,50,"['Ice Cream', 'Desserts', 'Chaat']",Ethiraj Salai,31
6677,26703,Moti Nagar,Delhi,Shudh Vaishno Hotel (Karam Pura),400,4.3,100,['Indian'],New Moti Nagar,63
6678,27074,Malleshwaram,Bangalore,The Higher Taste Stores - Iskcon,200,4.4,500,"['Sweets', 'Fast Food', 'North Indian', 'Italian', 'Beverages', 'Desserts']",17Th Cross,59
6679,27136,Ghatkopar East,Mumbai,Chocday,350,4.5,20,['Desserts  Bakery'],Vikrant Circle,38
6680,27278,Old Sangvi,Pune,Hotel Sangam Khandesh Katta,400,4.3,100,['Maharashtrian'],Aundh,58
6681,27280,Sadashiv Peth,Pune,Pandurang Bhel,150,4.6,100,['Fast Food'],Sadashiv Peth,36
6682,27289,Aundh,Pune,Ashapuri Dining Hall,250,4.0,1000,"['North Indian', 'Chinese', 'Rajasthani']",Aundh,59
6683,27319,Shivajinagar,Pune,Shraavan Restaurant,400,4.4,100,"['North Indian', 'Chinese', 'Continental', 'Indian', 'Beverages']",Fc Road,36
6684,27594,Golpark,Kolkata,Banana Leaf,200,4.4,1000,['South Indian'],Near Vivekananda Park,72
6685,27598,Bidhannagar,Kolkata,Chat Hut - Swimming Pool,150,4.3,100,['Street Food'],Near Swimming Pool,67
6686,27693,Khairtabad,Hyderabad,Dwaraka Restaurant,250,4.2,1000,"['North Indian', 'Chinese', 'South Indian']",Opposite Global Hospital,37
6687,27787,Saligramam,Chennai,Sri Paarvathi Bavan Ssweets And Veg Restaurant,150,4.0,1000,"['Sweets', 'South Indian', 'North Indian', 'Chinese', 'Snacks']",Saligramam,79
6688,27812,Santacruz East,Mumbai,Natural Ice Cream,150,4.7,100,['Ice Cream'],Kalina Market Santacruz East,27
